Index,Company,Indicator,Category,IndicatorNr,IndicatorFam,isSubindicator,IndicatorSuffix,Score,Score_Adjusted,labelLong,description
2019,DeutscheTelekom,F02,F,2,F02,FALSE,NA,38,38,NA,NA
2019,DeutscheTelekom,F02a,F,2,F02,TRUE,a,38,38,Changes to terms of service,Coming soon
2019,DeutscheTelekom,F02b,F,2,F02,TRUE,b,NA,NA,Changes to advertising content policies,Coming soon
2019,DeutscheTelekom,F02c,F,2,F02,TRUE,c,NA,NA,Changes to advertising targeting policies,Coming soon
2019,DeutscheTelekom,F02d,F,2,F02,TRUE,d,NA,NA,Changes to algorithmic system use policies,Coming soon
2019,DeutscheTelekom,F03,F,3,F03,FALSE,NA,27,27,NA,NA
2019,DeutscheTelekom,F03a,F,3,F03,TRUE,a,27,27,Process for terms of service enforcement,Coming soon
2019,DeutscheTelekom,F03b,F,3,F03,TRUE,b,NA,NA,Advertising content rules and enforcement,Coming soon
2019,DeutscheTelekom,F03c,F,3,F03,TRUE,c,NA,NA,Advertising targeting rules and enforcement,Coming soon
2019,DeutscheTelekom,F04,F,4,F04,FALSE,NA,NA,NA,NA,NA
2019,DeutscheTelekom,F04a,F,4,F04,TRUE,a,NA,NA,Data about content restrictions to enforce terms of service,Coming soon
2019,DeutscheTelekom,F04b,F,4,F04,TRUE,b,NA,NA,Data about account restrictions to enforce terms of service,Coming soon
2019,DeutscheTelekom,F04c,F,4,F04,TRUE,c,NA,NA,Data about advertising content and ad targeting policy enforcement,Coming soon
2019,DeutscheTelekom,F05,F,5,F05,FALSE,NA,5,5,NA,NA
2019,DeutscheTelekom,F05a,F,5,F05,TRUE,a,0,0,Process for responding to government demands to restrict content or accounts,Coming soon
2019,DeutscheTelekom,F05b,F,5,F05,TRUE,b,10,10,Process for responding to private requests for content or account restriction,Coming soon
2019,DeutscheTelekom,F06,F,6,F06,FALSE,NA,0,0,Data about government demands to restrict content and accounts,Coming soon
2019,DeutscheTelekom,F07,F,7,F07,FALSE,NA,0,0,Data about private requests for content or account restriction,Coming soon
2019,DeutscheTelekom,F08,F,8,F08,FALSE,NA,0,0,User notification about content and account restriction,Coming soon
2019,DeutscheTelekom,F09,F,9,F09,FALSE,NA,0,0,Network management (telecommunications companies),Coming soon
2019,DeutscheTelekom,F10,F,10,F10,FALSE,NA,10,10,Network shutdown (telecommunications companies),Coming soon
2019,DeutscheTelekom,F11,F,11,F11,FALSE,NA,0,0,Identity policy,Coming soon
2019,DeutscheTelekom,F12,F,12,F12,FALSE,NA,NA,NA,"Algorithmic content curation, recommendation, and/or ranking systems",Coming soon
2019,DeutscheTelekom,F13,F,13,F13,FALSE,NA,NA,NA,Automated software agents (“bots”),Coming soon
2019,DeutscheTelekom,P01,P,1,P01,FALSE,NA,100,100,NA,NA
2019,DeutscheTelekom,P01a,P,1,P01,TRUE,a,100,100,Access to privacy policies,Coming soon
2019,DeutscheTelekom,P01b,P,1,P01,TRUE,b,NA,NA,Access to algorithmic system development policies,Coming soon
2019,DeutscheTelekom,P02,P,2,P02,FALSE,NA,0,0,NA,NA
2019,DeutscheTelekom,P02a,P,2,P02,TRUE,a,0,0,Changes to privacy policies,Coming soon
2019,DeutscheTelekom,P02b,P,2,P02,TRUE,b,NA,NA,Changes to algorithmic system development policies,Coming soon
2019,DeutscheTelekom,P03,P,3,P03,FALSE,NA,83,83,NA,NA
2019,DeutscheTelekom,P03a,P,3,P03,TRUE,a,83,83,Collection of user information,Coming soon
2019,DeutscheTelekom,P03b,P,3,P03,TRUE,b,NA,NA,Inference of user information,Coming soon
2019,DeutscheTelekom,P04,P,4,P04,FALSE,NA,75,75,Sharing of user information,Coming soon
2019,DeutscheTelekom,P05,P,5,P05,FALSE,NA,75,75,"Purpose for collecting, inferring, and sharing user information",Coming soon
2019,DeutscheTelekom,P06,P,6,P06,FALSE,NA,70,70,Retention of user informations,Coming soon
2019,DeutscheTelekom,P07,P,7,P07,FALSE,NA,63,63,Users’ control over their own user information,Coming soon
2019,DeutscheTelekom,P08,P,8,P08,FALSE,NA,75,75,Users’ access to their own user information,Coming soon
2019,DeutscheTelekom,P09,P,9,P09,FALSE,NA,NA,NA,Collection of user information from third parties,Coming soon
2019,DeutscheTelekom,P10,P,10,P10,FALSE,NA,48,48,NA,NA
2019,DeutscheTelekom,P10a,P,10,P10,TRUE,a,86,86,Process for responding to government demands for user information,Coming soon
2019,DeutscheTelekom,P10b,P,10,P10,TRUE,b,10,10,Process for responding to private requests for user information,Coming soon
2019,DeutscheTelekom,P11,P,11,P11,FALSE,NA,23,23,NA,NA
2019,DeutscheTelekom,P11a,P,11,P11,TRUE,a,45,45,Data about government requests for user information,Coming soon
2019,DeutscheTelekom,P11b,P,11,P11,TRUE,b,0,0,Data about private requests for user information,Coming soon
2019,DeutscheTelekom,P12,P,12,P12,FALSE,NA,0,0,User notification about third-party requests for user information,Coming soon
2019,DeutscheTelekom,P13,P,13,P13,FALSE,NA,100,100,Security oversight,Coming soon
2019,DeutscheTelekom,P14,P,14,P14,FALSE,NA,8,8,Addressing security vulnerabilities,Coming soon
2019,DeutscheTelekom,P15,P,15,P15,FALSE,NA,50,50,Data breaches,Coming soon
2019,DeutscheTelekom,P16,P,16,P16,FALSE,NA,NA,NA,Encryption of user communication and private content (digital platforms),Coming soon
2019,DeutscheTelekom,P17,P,17,P17,FALSE,NA,NA,NA,Account Security (digital platforms),Coming soon
2019,DeutscheTelekom,P18,P,18,P18,FALSE,NA,100,100,Inform and educate users about potential risks,Coming soon
2019,Etisalat,G01,G,1,G01,FALSE,NA,0,0,Policy commitment,Coming soon
2019,Etisalat,G02,G,2,G02,FALSE,NA,0,0,Governance and management oversight,Coming soon
2019,Etisalat,G03,G,3,G03,FALSE,NA,0,0,Internal implementation,Coming soon
2019,Etisalat,G04,G,4,G04,FALSE,NA,0,0,NA,NA
2019,Etisalat,G04a,G,4,G04,TRUE,a,0,0,Impact assessment: Governments and regulations,Coming soon
2019,Etisalat,G04b,G,4,G04,TRUE,b,0,0,Impact assessment: Processes for policy enforcement,Coming soon
2019,Etisalat,G04c,G,4,G04,TRUE,c,0,0,Impact assessment: Targeted advertising,Coming soon
2019,Etisalat,G04d,G,4,G04,TRUE,d,0,0,Impact assessment: Algorithmic systems,Coming soon
2019,Etisalat,G04e,G,4,G04,TRUE,e,NA,NA,Impact assessment: Zero-rating,Coming soon
2019,Etisalat,G05,G,5,G05,FALSE,NA,0,0,Stakeholder engagement and accountability,Coming soon
2019,Etisalat,G06,G,6,G06,FALSE,NA,22,22,NA,NA
2019,Etisalat,G06a,G,6,G06,TRUE,a,22,22,Remedy,Coming soon
2019,Etisalat,G06b,G,6,G06,TRUE,b,NA,NA,Process for content moderation appeals,Coming soon
2019,Etisalat,F01,F,1,F01,FALSE,NA,83,83,NA,NA
2019,Etisalat,F01a,F,1,F01,TRUE,a,83,83,Access to terms of service,Coming soon
2019,Etisalat,F01b,F,1,F01,TRUE,b,NA,NA,Access to advertising content policies,Coming soon
2019,Etisalat,F01c,F,1,F01,TRUE,c,NA,NA,Access to advertising targeting policies,Coming soon
2019,Etisalat,F01d,F,1,F01,TRUE,d,NA,NA,Access to algorithmic system use policies,Coming soon
2019,Etisalat,F02,F,2,F02,FALSE,NA,0,0,NA,NA
2019,Etisalat,F02a,F,2,F02,TRUE,a,0,0,Changes to terms of service,Coming soon
2019,Etisalat,F02b,F,2,F02,TRUE,b,NA,NA,Changes to advertising content policies,Coming soon
2019,Etisalat,F02c,F,2,F02,TRUE,c,NA,NA,Changes to advertising targeting policies,Coming soon
2019,Etisalat,F02d,F,2,F02,TRUE,d,NA,NA,Changes to algorithmic system use policies,Coming soon
2019,Etisalat,F03,F,3,F03,FALSE,NA,80,80,NA,NA
2019,Etisalat,F03a,F,3,F03,TRUE,a,80,80,Process for terms of service enforcement,Coming soon
2019,Etisalat,F03b,F,3,F03,TRUE,b,NA,NA,Advertising content rules and enforcement,Coming soon
2019,Etisalat,F03c,F,3,F03,TRUE,c,NA,NA,Advertising targeting rules and enforcement,Coming soon
2019,Etisalat,F04,F,4,F04,FALSE,NA,NA,NA,NA,NA
2019,Etisalat,F04a,F,4,F04,TRUE,a,NA,NA,Data about content restrictions to enforce terms of service,Coming soon
2019,Etisalat,F04b,F,4,F04,TRUE,b,NA,NA,Data about account restrictions to enforce terms of service,Coming soon
2019,Etisalat,F04c,F,4,F04,TRUE,c,NA,NA,Data about advertising content and ad targeting policy enforcement,Coming soon
2019,Etisalat,F05,F,5,F05,FALSE,NA,0,0,NA,NA
2019,Etisalat,F05a,F,5,F05,TRUE,a,0,0,Process for responding to government demands to restrict content or accounts,Coming soon
2019,Etisalat,F05b,F,5,F05,TRUE,b,0,0,Process for responding to private requests for content or account restriction,Coming soon
2019,Etisalat,F06,F,6,F06,FALSE,NA,0,0,Data about government demands to restrict content and accounts,Coming soon
2019,Etisalat,F07,F,7,F07,FALSE,NA,0,0,Data about private requests for content or account restriction,Coming soon
2019,Etisalat,F08,F,8,F08,FALSE,NA,17,17,User notification about content and account restriction,Coming soon
2019,Etisalat,F09,F,9,F09,FALSE,NA,0,0,Network management (telecommunications companies),Coming soon
2019,Etisalat,F10,F,10,F10,FALSE,NA,13,13,Network shutdown (telecommunications companies),Coming soon
2019,Etisalat,F11,F,11,F11,FALSE,NA,0,0,Identity policy,Coming soon
2019,Etisalat,F12,F,12,F12,FALSE,NA,NA,NA,"Algorithmic content curation, recommendation, and/or ranking systems",Coming soon
2019,Etisalat,F13,F,13,F13,FALSE,NA,NA,NA,Automated software agents (“bots”),Coming soon
2019,Etisalat,P01,P,1,P01,FALSE,NA,0,0,NA,NA
2019,Etisalat,P01a,P,1,P01,TRUE,a,0,0,Access to privacy policies,Coming soon
2019,Etisalat,P01b,P,1,P01,TRUE,b,NA,NA,Access to algorithmic system development policies,Coming soon
2019,Etisalat,P02,P,2,P02,FALSE,NA,0,0,NA,NA
2019,Etisalat,P02a,P,2,P02,TRUE,a,0,0,Changes to privacy policies,Coming soon
2019,Etisalat,P02b,P,2,P02,TRUE,b,NA,NA,Changes to algorithmic system development policies,Coming soon
2019,Etisalat,P03,P,3,P03,FALSE,NA,0,0,NA,NA
2019,Etisalat,P03a,P,3,P03,TRUE,a,0,0,Collection of user information,Coming soon
2019,Etisalat,P03b,P,3,P03,TRUE,b,NA,NA,Inference of user information,Coming soon
2019,Etisalat,P04,P,4,P04,FALSE,NA,25,25,Sharing of user information,Coming soon
2019,Etisalat,P05,P,5,P05,FALSE,NA,0,0,"Purpose for collecting, inferring, and sharing user information",Coming soon
2019,Etisalat,P06,P,6,P06,FALSE,NA,0,0,Retention of user informations,Coming soon
2019,Etisalat,P07,P,7,P07,FALSE,NA,0,0,Users’ control over their own user information,Coming soon
2019,Etisalat,P08,P,8,P08,FALSE,NA,0,0,Users’ access to their own user information,Coming soon
2019,Etisalat,P09,P,9,P09,FALSE,NA,NA,NA,Collection of user information from third parties,Coming soon
2019,Etisalat,P10,P,10,P10,FALSE,NA,0,0,NA,NA
2019,Etisalat,P10a,P,10,P10,TRUE,a,0,0,Process for responding to government demands for user information,Coming soon
2019,Etisalat,P10b,P,10,P10,TRUE,b,0,0,Process for responding to private requests for user information,Coming soon
2019,Etisalat,P11,P,11,P11,FALSE,NA,0,0,NA,NA
2019,Etisalat,P11a,P,11,P11,TRUE,a,0,0,Data about government requests for user information,Coming soon
2019,Etisalat,P11b,P,11,P11,TRUE,b,0,0,Data about private requests for user information,Coming soon
2019,Etisalat,P12,P,12,P12,FALSE,NA,0,0,User notification about third-party requests for user information,Coming soon
2019,Etisalat,P13,P,13,P13,FALSE,NA,33,33,Security oversight,Coming soon
2019,Etisalat,P14,P,14,P14,FALSE,NA,0,0,Addressing security vulnerabilities,Coming soon
2019,Etisalat,P15,P,15,P15,FALSE,NA,0,0,Data breaches,Coming soon
2019,Etisalat,P16,P,16,P16,FALSE,NA,NA,NA,Encryption of user communication and private content (digital platforms),Coming soon
2019,Etisalat,P17,P,17,P17,FALSE,NA,NA,NA,Account Security (digital platforms),Coming soon
2019,Etisalat,P18,P,18,P18,FALSE,NA,0,0,Inform and educate users about potential risks,Coming soon
2019,Facebook,G01,G,1,G01,FALSE,NA,100,100,Policy commitment,Coming soon
2019,Facebook,G02,G,2,G02,FALSE,NA,100,100,Governance and management oversight,Coming soon
2019,Facebook,G03,G,3,G03,FALSE,NA,100,100,Internal implementation,Coming soon
2019,Facebook,G04,G,4,G04,FALSE,NA,21,21,NA,NA
2019,Facebook,G04a,G,4,G04,TRUE,a,83,83,Impact assessment: Governments and regulations,Coming soon
2019,Facebook,G04b,G,4,G04,TRUE,b,0,0,Impact assessment: Processes for policy enforcement,Coming soon
2019,Facebook,G04c,G,4,G04,TRUE,c,0,0,Impact assessment: Targeted advertising,Coming soon
2019,Facebook,G04d,G,4,G04,TRUE,d,0,0,Impact assessment: Algorithmic systems,Coming soon
2019,Facebook,G04e,G,4,G04,TRUE,e,NA,NA,Impact assessment: Zero-rating,Coming soon
2019,Facebook,G05,G,5,G05,FALSE,NA,100,100,Stakeholder engagement and accountability,Coming soon
2019,Facebook,G06,G,6,G06,FALSE,NA,10,10,NA,NA
2019,Facebook,G06a,G,6,G06,TRUE,a,10,10,Remedy,Coming soon
2019,Facebook,G06b,G,6,G06,TRUE,b,NA,NA,Process for content moderation appeals,Coming soon
2019,Facebook,F01,F,1,F01,FALSE,NA,100,100,NA,NA
2019,Facebook,F01a,F,1,F01,TRUE,a,100,100,Access to terms of service,Coming soon
2019,Facebook,F01b,F,1,F01,TRUE,b,NA,NA,Access to advertising content policies,Coming soon
2019,Facebook,F01c,F,1,F01,TRUE,c,NA,NA,Access to advertising targeting policies,Coming soon
2019,Facebook,F01d,F,1,F01,TRUE,d,NA,NA,Access to algorithmic system use policies,Coming soon
2019,Facebook,F02,F,2,F02,FALSE,NA,41,41,NA,NA
2019,Facebook,F02a,F,2,F02,TRUE,a,41,41,Changes to terms of service,Coming soon
2019,Facebook,F02b,F,2,F02,TRUE,b,NA,NA,Changes to advertising content policies,Coming soon
2019,Facebook,F02c,F,2,F02,TRUE,c,NA,NA,Changes to advertising targeting policies,Coming soon
2019,Facebook,F02d,F,2,F02,TRUE,d,NA,NA,Changes to algorithmic system use policies,Coming soon
2019,Facebook,F03,F,3,F03,FALSE,NA,73,73,NA,NA
2019,Facebook,F03a,F,3,F03,TRUE,a,73,73,Process for terms of service enforcement,Coming soon
2019,Facebook,F03b,F,3,F03,TRUE,b,NA,NA,Advertising content rules and enforcement,Coming soon
2019,Facebook,F03c,F,3,F03,TRUE,c,NA,NA,Advertising targeting rules and enforcement,Coming soon
2019,Facebook,F04,F,4,F04,FALSE,NA,NA,NA,NA,NA
2019,Facebook,F04a,F,4,F04,TRUE,a,NA,NA,Data about content restrictions to enforce terms of service,Coming soon
2019,Facebook,F04b,F,4,F04,TRUE,b,NA,NA,Data about account restrictions to enforce terms of service,Coming soon
2019,Facebook,F04c,F,4,F04,TRUE,c,NA,NA,Data about advertising content and ad targeting policy enforcement,Coming soon
2019,Facebook,F05,F,5,F05,FALSE,NA,45,45,NA,NA
2019,Facebook,F05a,F,5,F05,TRUE,a,47,47,Process for responding to government demands to restrict content or accounts,Coming soon
2019,Facebook,F05b,F,5,F05,TRUE,b,43,43,Process for responding to private requests for content or account restriction,Coming soon
2019,Facebook,F06,F,6,F06,FALSE,NA,20,20,Data about government demands to restrict content and accounts,Coming soon
2019,Facebook,F07,F,7,F07,FALSE,NA,25,25,Data about private requests for content or account restriction,Coming soon
2019,Facebook,F08,F,8,F08,FALSE,NA,50,50,User notification about content and account restriction,Coming soon
2019,Facebook,F09,F,9,F09,FALSE,NA,NA,NA,Network management (telecommunications companies),Coming soon
2019,Facebook,F10,F,10,F10,FALSE,NA,NA,NA,Network shutdown (telecommunications companies),Coming soon
2019,Facebook,F11,F,11,F11,FALSE,NA,50,50,Identity policy,Coming soon
2019,Facebook,F12,F,12,F12,FALSE,NA,NA,NA,"Algorithmic content curation, recommendation, and/or ranking systems",Coming soon
2019,Facebook,F13,F,13,F13,FALSE,NA,NA,NA,Automated software agents (“bots”),Coming soon
2019,Facebook,P01,P,1,P01,FALSE,NA,100,100,NA,NA
2019,Facebook,P01a,P,1,P01,TRUE,a,100,100,Access to privacy policies,Coming soon
2019,Facebook,P01b,P,1,P01,TRUE,b,NA,NA,Access to algorithmic system development policies,Coming soon
2019,Facebook,P02,P,2,P02,FALSE,NA,31,31,NA,NA
2019,Facebook,P02a,P,2,P02,TRUE,a,31,31,Changes to privacy policies,Coming soon
2019,Facebook,P02b,P,2,P02,TRUE,b,NA,NA,Changes to algorithmic system development policies,Coming soon
2019,Facebook,P03,P,3,P03,FALSE,NA,54,54,NA,NA
2019,Facebook,P03a,P,3,P03,TRUE,a,54,54,Collection of user information,Coming soon
2019,Facebook,P03b,P,3,P03,TRUE,b,NA,NA,Inference of user information,Coming soon
2019,Facebook,P04,P,4,P04,FALSE,NA,53,53,Sharing of user information,Coming soon
2019,Facebook,P05,P,5,P05,FALSE,NA,50,50,"Purpose for collecting, inferring, and sharing user information",Coming soon
2019,Facebook,P06,P,6,P06,FALSE,NA,40,40,Retention of user informations,Coming soon
2019,Facebook,P07,P,7,P07,FALSE,NA,22,22,Users’ control over their own user information,Coming soon
2019,Facebook,P08,P,8,P08,FALSE,NA,85,85,Users’ access to their own user information,Coming soon
2019,Facebook,P09,P,9,P09,FALSE,NA,45,45,Collection of user information from third parties,Coming soon
2019,Facebook,P10,P,10,P10,FALSE,NA,50,50,NA,NA
2019,Facebook,P10a,P,10,P10,TRUE,a,100,100,Process for responding to government demands for user information,Coming soon
2019,Facebook,P10b,P,10,P10,TRUE,b,0,0,Process for responding to private requests for user information,Coming soon
2019,Facebook,P11,P,11,P11,FALSE,NA,40,40,NA,NA
2019,Facebook,P11a,P,11,P11,TRUE,a,80,80,Data about government requests for user information,Coming soon
2019,Facebook,P11b,P,11,P11,TRUE,b,0,0,Data about private requests for user information,Coming soon
2019,Facebook,P12,P,12,P12,FALSE,NA,67,67,User notification about third-party requests for user information,Coming soon
2019,Facebook,P13,P,13,P13,FALSE,NA,17,17,Security oversight,Coming soon
2019,Facebook,P14,P,14,P14,FALSE,NA,67,67,Addressing security vulnerabilities,Coming soon
2019,Facebook,P15,P,15,P15,FALSE,NA,0,0,Data breaches,Coming soon
2019,Facebook,P16,P,16,P16,FALSE,NA,63,63,Encryption of user communication and private content (digital platforms),Coming soon
2019,Facebook,P17,P,17,P17,FALSE,NA,58,58,Account Security (digital platforms),Coming soon
2019,Facebook,P18,P,18,P18,FALSE,NA,100,100,Inform and educate users about potential risks,Coming soon
2019,Google,G01,G,1,G01,FALSE,NA,100,100,Policy commitment,Coming soon
2019,Google,G02,G,2,G02,FALSE,NA,50,50,Governance and management oversight,Coming soon
2019,Google,G03,G,3,G03,FALSE,NA,100,100,Internal implementation,Coming soon
2019,Google,G04,G,4,G04,FALSE,NA,21,21,NA,NA
2019,Google,G04a,G,4,G04,TRUE,a,83,83,Impact assessment: Governments and regulations,Coming soon
2019,Google,G04b,G,4,G04,TRUE,b,0,0,Impact assessment: Processes for policy enforcement,Coming soon
2019,Google,G04c,G,4,G04,TRUE,c,0,0,Impact assessment: Targeted advertising,Coming soon
2019,Google,G04d,G,4,G04,TRUE,d,0,0,Impact assessment: Algorithmic systems,Coming soon
2019,Google,G04e,G,4,G04,TRUE,e,NA,NA,Impact assessment: Zero-rating,Coming soon
2019,Google,G05,G,5,G05,FALSE,NA,100,100,Stakeholder engagement and accountability,Coming soon
2019,Google,G06,G,6,G06,FALSE,NA,20,20,NA,NA
2019,Google,G06a,G,6,G06,TRUE,a,20,20,Remedy,Coming soon
2019,Google,G06b,G,6,G06,TRUE,b,NA,NA,Process for content moderation appeals,Coming soon
2019,Google,F01,F,1,F01,FALSE,NA,90,90,NA,NA
2019,Google,F01a,F,1,F01,TRUE,a,90,90,Access to terms of service,Coming soon
2019,Google,F01b,F,1,F01,TRUE,b,NA,NA,Access to advertising content policies,Coming soon
2019,Google,F01c,F,1,F01,TRUE,c,NA,NA,Access to advertising targeting policies,Coming soon
2019,Google,F01d,F,1,F01,TRUE,d,NA,NA,Access to algorithmic system use policies,Coming soon
2019,Google,F02,F,2,F02,FALSE,NA,40,40,NA,NA
2019,Google,F02a,F,2,F02,TRUE,a,40,40,Changes to terms of service,Coming soon
2019,Google,F02b,F,2,F02,TRUE,b,NA,NA,Changes to advertising content policies,Coming soon
2019,Google,F02c,F,2,F02,TRUE,c,NA,NA,Changes to advertising targeting policies,Coming soon
2019,Google,F02d,F,2,F02,TRUE,d,NA,NA,Changes to algorithmic system use policies,Coming soon
2019,Google,F03,F,3,F03,FALSE,NA,73,73,NA,NA
2019,Google,F03a,F,3,F03,TRUE,a,73,73,Process for terms of service enforcement,Coming soon
2019,Google,F03b,F,3,F03,TRUE,b,NA,NA,Advertising content rules and enforcement,Coming soon
2019,Google,F03c,F,3,F03,TRUE,c,NA,NA,Advertising targeting rules and enforcement,Coming soon
2019,Google,F04,F,4,F04,FALSE,NA,NA,NA,NA,NA
2019,Google,F04a,F,4,F04,TRUE,a,NA,NA,Data about content restrictions to enforce terms of service,Coming soon
2019,Google,F04b,F,4,F04,TRUE,b,NA,NA,Data about account restrictions to enforce terms of service,Coming soon
2019,Google,F04c,F,4,F04,TRUE,c,NA,NA,Data about advertising content and ad targeting policy enforcement,Coming soon
2019,Google,F05,F,5,F05,FALSE,NA,83,83,NA,NA
2019,Google,F05a,F,5,F05,TRUE,a,100,100,Process for responding to government demands to restrict content or accounts,Coming soon
2019,Google,F05b,F,5,F05,TRUE,b,65,65,Process for responding to private requests for content or account restriction,Coming soon
2019,Google,F06,F,6,F06,FALSE,NA,82,82,Data about government demands to restrict content and accounts,Coming soon
2019,Google,F07,F,7,F07,FALSE,NA,20,20,Data about private requests for content or account restriction,Coming soon
2019,Google,F08,F,8,F08,FALSE,NA,43,43,User notification about content and account restriction,Coming soon
2019,Google,F09,F,9,F09,FALSE,NA,NA,NA,Network management (telecommunications companies),Coming soon
2019,Google,F10,F,10,F10,FALSE,NA,NA,NA,Network shutdown (telecommunications companies),Coming soon
2019,Google,F11,F,11,F11,FALSE,NA,100,100,Identity policy,Coming soon
2019,Google,F12,F,12,F12,FALSE,NA,NA,NA,"Algorithmic content curation, recommendation, and/or ranking systems",Coming soon
2019,Google,F13,F,13,F13,FALSE,NA,NA,NA,Automated software agents (“bots”),Coming soon
2019,Google,P01,P,1,P01,FALSE,NA,95,95,NA,NA
2019,Google,P01a,P,1,P01,TRUE,a,95,95,Access to privacy policies,Coming soon
2019,Google,P01b,P,1,P01,TRUE,b,NA,NA,Access to algorithmic system development policies,Coming soon
2019,Google,P02,P,2,P02,FALSE,NA,48,48,NA,NA
2019,Google,P02a,P,2,P02,TRUE,a,48,48,Changes to privacy policies,Coming soon
2019,Google,P02b,P,2,P02,TRUE,b,NA,NA,Changes to algorithmic system development policies,Coming soon
2019,Google,P03,P,3,P03,FALSE,NA,62,62,NA,NA
2019,Google,P03a,P,3,P03,TRUE,a,62,62,Collection of user information,Coming soon
2019,Google,P03b,P,3,P03,TRUE,b,NA,NA,Inference of user information,Coming soon
2019,Google,P04,P,4,P04,FALSE,NA,47,47,Sharing of user information,Coming soon
2019,Google,P05,P,5,P05,FALSE,NA,63,63,"Purpose for collecting, inferring, and sharing user information",Coming soon
2019,Google,P06,P,6,P06,FALSE,NA,38,38,Retention of user informations,Coming soon
2019,Google,P07,P,7,P07,FALSE,NA,38,38,Users’ control over their own user information,Coming soon
2019,Google,P08,P,8,P08,FALSE,NA,72,72,Users’ access to their own user information,Coming soon
2019,Google,P09,P,9,P09,FALSE,NA,56,56,Collection of user information from third parties,Coming soon
2019,Google,P10,P,10,P10,FALSE,NA,60,60,NA,NA
2019,Google,P10a,P,10,P10,TRUE,a,100,100,Process for responding to government demands for user information,Coming soon
2019,Google,P10b,P,10,P10,TRUE,b,20,20,Process for responding to private requests for user information,Coming soon
2019,Google,P11,P,11,P11,FALSE,NA,38,38,NA,NA
2019,Google,P11a,P,11,P11,TRUE,a,75,75,Data about government requests for user information,Coming soon
2019,Google,P11b,P,11,P11,TRUE,b,0,0,Data about private requests for user information,Coming soon
2019,Google,P12,P,12,P12,FALSE,NA,67,67,User notification about third-party requests for user information,Coming soon
2019,Google,P13,P,13,P13,FALSE,NA,33,33,Security oversight,Coming soon
2019,Google,P14,P,14,P14,FALSE,NA,35,35,Addressing security vulnerabilities,Coming soon
2019,Google,P15,P,15,P15,FALSE,NA,0,0,Data breaches,Coming soon
2019,Google,P16,P,16,P16,FALSE,NA,65,65,Encryption of user communication and private content (digital platforms),Coming soon
2019,Google,P17,P,17,P17,FALSE,NA,100,100,Account Security (digital platforms),Coming soon
2019,Google,P18,P,18,P18,FALSE,NA,100,100,Inform and educate users about potential risks,Coming soon
2019,Kakao,G01,G,1,G01,FALSE,NA,25,25,Policy commitment,Coming soon
2019,Kakao,G02,G,2,G02,FALSE,NA,33,33,Governance and management oversight,Coming soon
2019,Kakao,G03,G,3,G03,FALSE,NA,25,25,Internal implementation,Coming soon
2019,Kakao,G04,G,4,G04,FALSE,NA,8,8,NA,NA
2019,Kakao,G04a,G,4,G04,TRUE,a,33,33,Impact assessment: Governments and regulations,Coming soon
2019,Kakao,G04b,G,4,G04,TRUE,b,0,0,Impact assessment: Processes for policy enforcement,Coming soon
2019,Kakao,G04c,G,4,G04,TRUE,c,0,0,Impact assessment: Targeted advertising,Coming soon
2019,Kakao,G04d,G,4,G04,TRUE,d,0,0,Impact assessment: Algorithmic systems,Coming soon
2019,Kakao,G04e,G,4,G04,TRUE,e,NA,NA,Impact assessment: Zero-rating,Coming soon
2019,Kakao,G05,G,5,G05,FALSE,NA,100,100,Stakeholder engagement and accountability,Coming soon
2019,Kakao,G06,G,6,G06,FALSE,NA,40,40,NA,NA
2019,Kakao,G06a,G,6,G06,TRUE,a,40,40,Remedy,Coming soon
2019,Kakao,G06b,G,6,G06,TRUE,b,NA,NA,Process for content moderation appeals,Coming soon
2019,Kakao,F01,F,1,F01,FALSE,NA,83,83,NA,NA
2019,Kakao,F01a,F,1,F01,TRUE,a,83,83,Access to terms of service,Coming soon
2019,Kakao,F01b,F,1,F01,TRUE,b,NA,NA,Access to advertising content policies,Coming soon
2019,Kakao,F01c,F,1,F01,TRUE,c,NA,NA,Access to advertising targeting policies,Coming soon
2019,Kakao,F01d,F,1,F01,TRUE,d,NA,NA,Access to algorithmic system use policies,Coming soon
2019,Kakao,F02,F,2,F02,FALSE,NA,92,92,NA,NA
2019,Kakao,F02a,F,2,F02,TRUE,a,92,92,Changes to terms of service,Coming soon
2019,Kakao,F02b,F,2,F02,TRUE,b,NA,NA,Changes to advertising content policies,Coming soon
2019,Kakao,F02c,F,2,F02,TRUE,c,NA,NA,Changes to advertising targeting policies,Coming soon
2019,Kakao,F02d,F,2,F02,TRUE,d,NA,NA,Changes to algorithmic system use policies,Coming soon
2019,Kakao,F03,F,3,F03,FALSE,NA,68,68,NA,NA
2019,Kakao,F03a,F,3,F03,TRUE,a,68,68,Process for terms of service enforcement,Coming soon
2019,Kakao,F03b,F,3,F03,TRUE,b,NA,NA,Advertising content rules and enforcement,Coming soon
2019,Kakao,F03c,F,3,F03,TRUE,c,NA,NA,Advertising targeting rules and enforcement,Coming soon
2019,Kakao,F04,F,4,F04,FALSE,NA,NA,NA,NA,NA
2019,Kakao,F04a,F,4,F04,TRUE,a,NA,NA,Data about content restrictions to enforce terms of service,Coming soon
2019,Kakao,F04b,F,4,F04,TRUE,b,NA,NA,Data about account restrictions to enforce terms of service,Coming soon
